,title,link,text
70,Sorozatban 17. győzelmére hajt a Fradi,http://www.jegkorongblog.hu/2018/11/04/ftc-telekom-hokiklub-budapest/#post-259914,"Ha az FTC-Telekom legyőzi a Hokiklub Budapestet, azzal új Erste Liga-rekordot állít fel. 17 meccses győzelmi sorozata ugyanis a magyar bázisú nemzetközi liga alapszakaszában a 2008-as indulás óta még soha senkinek nem volt. Az eddigi csúcsot, a MAC 2015/16-os idényben elért 16-os szériáját pénteken állították be a zöldek a Schiller-Vasas HC legyőzésével. De egy másik remek sorozat is fűződik a Fradi nevéhez. A gárda legutóbbi 19 alapszakasz-mérkőzésének mindegyikén szerzett pontot, ami ugyancsak nem mindennapos mutatvány. Itt azonban a rekorddöntésig még van tennivaló: 2015/16-ban a Miskolc 20, 2017/18-ban ugyanő 22, 2009/10-ben a DAB 23, 2015/16-ban a MAC 24 meccsig jutott. A vasárnapi Fradi-esélyek mindenesetre jóknak mondhatók, az ellenfél ugyanis a mezőny gyengébbik feléhez tartozik. Bár ebben a szezonban úgy tűnik, a ferencvárosiaknak leginkább az úgynevezett könnyű kihívókkal gyűlik meg a bajuk. Miközben mondjuk a Csíkszeredát biztosan győzték le, addig a Vienna Capitals vagy a Vasas elleni hazai mérkőzéseiket csak nyögvenyelősen sikerült megnyerniük. Ez figyelmeztető jel is a játékosok számára: a győzelemhez mindig a lehető legjobbat kell nyújtani. Ha vasárnap így lesz, aligha lehet történhet nagy baj Fodor Szabolcs csapatával. Annak ellenére így van ez, hogy az ellenfél Hokiklub Budapest a kezdeti gyenge produkció után magára talált, és egyre masszívabb. Péntek este a Gyergyói HK is épphogy behúzta azt a három pontot, amit célul tűzött ki, előtte pedig Fehérváron a Titánok megadták magukat Orbán Attiláéknak, akik ott végre jó játékkal örvendeztették meg híveiket, és teljesen megérdemelten jutottak három ponthoz. És akkor arról még nem is beszéltünk, hogy az elmúlt hét végén a Dunaújváros izzadt vért a HKB ellen, igaz, azon a mérkőzésen – elsősorban a védekezésben – egyik csapat sem remekelt, de az egészen biztos, hogy a dunaújvárosi hibákhoz kellettek a juharleveles játékosok is. De szenvedett már ellenük az UTE, a Debrecen és a Csíkszereda is, úgyhogy egyre többet és jobbat remélhetünk tőlük. A fejlődés bizonyításának egyik fontos mérföldköve lehet a Ferencváros elleni idegenbeli mérkőzés, azt reméljük, a HKB méltó ellenfele lesz a listavezetőnek."
71,A kapunak háttal húzta be féltérden Sundqvist,http://www.jegkorongblog.hu/2018/11/02/sundqvist-felterden-a-kapunak-hattal-huzta-be/#post-259676,Mindezt egy védővel a nyakán. A Blues csatára két góllal vette ki a részét a Vegas elleni 5-3-as győzelemből.
72,Kiütéses siker után várja a Titánokat a Brassó,http://www.jegkorongblog.hu/2018/11/03/bra-avs-video-osszefoglalo-6/#post-259816,"A Sportklub legyőzése után máris újabb meccs jön a kék-sárgáknak, az ellen a csapat ellen, amely egyedül verte sikeres sorozata közben a Coronát. Káprázatos győzelmet arattak a brassóiak a Sportklub felett a csütörtöki erdélyi rangadón. Nyolc gólt lőttek a korábbi listavezetőnek, és csak hármat kaptak. Ezzel megerősítették harmadik helyüket a tabellán, ám a középmezőny tapad rájuk, egy vereséggel lenullázhatnák diadaluk értékét. Jelenleg 39 ponttal állnak a dobogó harmadik fokán, a DEAC 3 meccsel kevesebbet játszva is csak 5-tel van lemaradva, az UTE 4, a DAB 5 meccsel kevesebbel áll, így nehéz reális képet kapni a csapatok valódi pozíciójáról. Az mindenesetre biztos, hogy a Brassó helyzete korántsem stabil, vagyis mindent meg kell tennie a győzelemért. A pénteki találkozó különlegessége, hogy aligha lehet találni két olyan csapatot, amely jobban ismeri egymást, mint a Brassó és a Titánok. Már háromszor mérkőztek egymással, az első találkozót éppúgy 8-3-ra nyerték a brassóiak, mint a Csíkszereda elleni derbit, a másodikon 6-4-re győztek odahaza, a harmadikon viszont a fehérváriak nyertek 7-2-re. Vagyis minden alapjuk megvan a Titánoknak is, hogy bizakodva várják az újabb összecsapást. Annál inkább, mivel a Megyeri úton például csak hosszabbításban kaptak ki egy hete, igaz, utána meglepő vereséget szenvedtek hazai pályán a feltámadó Hokiklub Budapesttől. Pénteken az önbizalomtól duzzadó Brassó otthonából kellene pontot vagy pontokat hozniuk, ami azért nem lesz könnyű feladat. Ha sikerül fegyelmezettnek maradni, és az emberelőnyöket az utóbbi időben szokásos hatékonysággal kihasználni, akkor lehet esélyük a Fejér megyeieknek. "
73,Tanárian készítette le a pakkot Jimmy Vesey,http://www.jegkorongblog.hu/2018/11/02/jimmy-vesey-tanarian-keszitette-le-a-korongot/#post-259681,"A Rangers csatára Marc Staal lőtt passzát tette le Brett Howden elé. Howdennek már nem volt nehéz dolga Vesey mozdulata után, Gibson teljesen verve volt, a másik oldalon maradt. A meccset büntetőkkel nyerte a Rangers 3-2-re."
74,A Nyeftyehimik nyerte a tatár rangadót,http://www.jegkorongblog.hu/2018/11/03/a-nyeftyehimik-nyerte-a-tatar-rangadot/#post-259933,"Az Ak Barsz hiába vezetett két góllal, büntetőkkel vereséget szenvedett Nyizsnyekamszkban. Az Avangard magabiztosan verte az Admiralt. Az omszkiak közel háromszor annyit lőttek kapura, a csütörtöki, 4-3-as sikerük után most magabiztosan győzelmet arattak a vlagyivosztokiak felett. Avangard Omszk 3-1 (2-0, 1-0, 0-1) Admiral Vlagyivosztok Büntetők döntöttek a tatár rangadón. A 23. percben 2-0-s hátránynál kapust cserélt a Nyefyehimik, ami bejött: Makarov nem kapott gólt, miközben csapata egyenlített. A szétlövésből a cseh Nestrasil révén a nyizsnyekamszkiak jöttek ki jobban. Nyeftyehimik Nyizsnyekamszk 3-2 B (0-1, 2-1, 0-0, 0-0, 1-0) Ak Barsz Kazany Hullámvölgybe került a Szalavat Julajev. A baskírok sorozatban harmadik vereségüket szenvedték el, ezúttal  Torpedo otthonában maradtak alul. A Nyizsnyij Novgorod-iak az első harmad közepén 59 másodperc alatt 2 gólt lőttek, amivel megalapozták sikerüket. Torpedo Nyizsnyij Novgorod 3-1 (2-1, 0-0, 1-0) Szalavat Julajev Ufa A Kunlun győzött a Vityaz otthonában. A kínai KHL-csapat hősei Wolski és Sundström voltak, előbbi 1+1 ponttal zárt, utóbbi 2 gólpasszt adott, de Brust 25 védése is említést érdemel. Vityaz Podolszk 1-2 (0-0, 1-1, 0-1) Kunlun Peking A Barisz az első harmadban megalapozta minszki sikerét. A kazahok az első játékrész után 3-0-ra vezettek, a fehéroroszok a harmadik harmadban csak felzárkózni tudtak, egyenlíteni nem. Dinamo Minszk 2-3 (0-3, 0-0, 2-0) Barisz Asztana A Lokomotiv kapott gól nélkül verte a Slovant. A jaroszlaviak kapujában a cseh Salák 18 védéssel ért el shutoutot, Apalkov 1+1 ponttal emelkedett ki az oroszoktól. Slovan Bratislava 0-3 (0-0, 0-2, 0-1) Lokomotiv Jaroszlavl  Fotó: hcnh.ru"
75,Jared Brown: Itt ért a legjobb dolog az életben,http://www.jegkorongblog.hu/2018/11/02/brown/#post-259624,"A MAC Újbuda légiósa gyorsan alkalmazkodott a szlovák Extraliga ritmusához, ő csapata egyik legjobbja, sok mindenről beszélgettünk vele. Jared Brown kiemelkedő képességű játékos, aki az elmúlt hét évben akárhol hokizott, mindig termelte a gólokat és a pontokat. A 32 éves jégkorongozónak egyetemi évei után volt egy remek szezonja a CHL-ben, ám 2012-ben Lengyelországba, Katowicébe igazolt. Itt 13 meccsen 19 pontot termelt, majd villámgyorsan visszatért az Egyesült Államokba, hogy a CHL-ben 53 mérkőzésen 50 pontot hozott össze. Első európai próbálkozásáról meghökkentő dolgokat mesélt: “A katowicei kalandot sosem fogom elfelejteni. Annyi problémával küzdöttünk, hogy szinte felsorolni sem lehet. Minden hónapban késve kaptuk a fizetést. Három játékostársammal egy apró hotelszobába dugtak be bennünket. Soha nem volt pihenőnapunk, a legtöbbször napi kétszer edzettünk. A vezetők folyamatosan fenyegettek bennünket, ha nem nyertünk elég meccset, vagy nem lőttünk elég gólt. Alig voltak hokis kellékek, felszerelések, ütőből is csak egyet kaptunk mindig. Minden nap 45 percet utaztunk villamossal, majd sétáltunk még 15-öt a jégpályáig. Néha többet, mert a villamosokkal és a vonalakkal mindig volt valami baj, gyakran változott az útvonaluk, ilyenkor távolabb raktak ki minket. Időnként azt se tudtuk, hol vagyunk, hogyan jutunk el a pályára. Emiatt sokszor elkéstünk, de ez a menedzsmentet nem érdekelte. Soha nem figyelmeztettek bennünket a változásokról, meg sem próbáltak segíteni, de a késések miatt megtaláltak bennünket. A katowicei volt az elképzelhető legamatőrebb szervezet, amivel valaha találkoztam.” Magyarországra 2015-ben, szezon közben érkezett, és Debrecenben gyorsan letette a névjegyét. Az alapszakaszban 14 mérkőzésen lépett jégre, összehozott 22 pontot, 7 gól és 15 assziszt képében, amit a rájátszásban 11 meccsen megfejelt 4 góllal és 3 passzal. Nem csoda, hogy a szurkolók a szívükbe zárták, de úgy tűnik, ez kölcsönös volt. “Igazán lenyűgözött az, amit Debrecenben tapasztaltam az oda érkezésem után. Mindenkinek kitűnő felszerelése volt, minden nap elvitték a mosnivalót. A menedzsment nagyon kedvesen fogadott, végig figyelmesek voltak. Nagyon jó volt Jason Morgannel dolgozni, értékeltem azt a profizmust, amit a klubnál tapasztaltam. Hozzá kell tennem, hogy hasonló benyomásokat szereztem a többi pályán, az ellenfeleknél is, ahol játszottunk. Ez nagyon kellemes meglepetés volt számomra.”  Miután a Debrecen visszalépett a ligától, Jared Brown a fővárosba költözött, és a nagy terveket szövögető MAC Budapest szolgálatába állt. Ezt sem ő, sem a klub nem bánta meg. Az amerikai csatár vezéregyéniség lett a Tüskecsarnokban, 27 találkozón 46 pont került a neve mellé az alapszakaszban (13 gól, 33 assziszt), a rájátszásban pedig 15 mérkőzésen 20-at gyűjtött (6 gól, 14 gólpassz), döntő érdemeket szerezve a klub első ligagyőzelmének megszerzésében. “Ez a szezon volt számomra a legemlékezetesebb, mióta jégkorongozom. Mindig az volt az álmom, hogy szerzek egy bajnoki címet, mielőtt nyugdíjba megyek, és fantasztikus érzés volt ezt átélni tavasszal. Nagyon erős csapatunk volt, amelyben csupa olyan srác jött össze, akik közel álltak egymáshoz. Szerencsésnek érzem magam, hogy együtt játszhattam, illetve még mindig együtt játszhatok Tomás Klempával és Keegan Dansereau-val, akikkel hihetetlen összhangban vagyok a jégen. Rengeteg jó meccset játszottunk, és megnyerni azt az aranyérmet, az volt messze a legjobb dolog, ami eddig ért az életben.” Az Erste Ligában maradt csapatok vezetői, játékosai sokszor elmondták a véleményüket a két extraligássá lett klub nélküli bajnokságról, de érdekes lehet, hogyan látja ezt a kérdést egy olyan hokis, aki éppen egy távozó klubban szerepel. “Úgy látom, ebben a szezonban az Erste Liga-csapatok átlagéletkora sokkal fiatalabb lett, és ennek számos előnye van. Ez a helyzet nagyon sok fiatal játékosnak ad lehetőséget, hogy felnőttek között léphessen jégre, tapasztalatot szerezzen egy magasabb szinten. Vannak egészen kitűnő hokisok a ligában, és már most látszik, hogy a 4-5 topcsapat közül bármelyiknek lehet esélye elhódítani a bajnoki címet.” A MAC Újbuda tehát a DVTK Jegesmedvékkel együtt szintet lépett, az idén már a szlovák elitbajnokságban szerepel, és komoly kihívásokkal szembesül hétről hétre. “Az Extraliga hihetetlenül erős bajnokság, itt tényleg bárki bárkit le tud győzni, ez az eddigi eredményekből is látszik. Itt minden mérkőzés egy óriási csata. Olyan érzésem van, hogy minden csapatnak négy gyors és képzett sora van, és ha egy cserében hibázol, azonnal gólt kaphatsz.”  Jared Brownnak viszont, eddig úgy tűnik, nem okozott gondott felvenni az Extraliga fordulatszámát, hiszen Tomás Klempával együtt vezetik a házi kanadai táblázatot. 19 eddigi meccsén közel van a pont/meccs átlaghoz 15 pontjával, ami 8 gólt és 7 passzt takar. “Megmondom őszintén, ehhez a teljesítményhez óriási segítség számomra, hogy egy sorban maradhattam Klempával és Dansereau-val. Ők ketten nemcsak gólt tudnak lőni, hanem kiválóak abban is, hogy helyzeteket alakítsanak ki az én számomra is. Az első 4-5 mérkőzésen kicsit elveszettnek éreztem magam, ami nem tett jót az önbizalmamnak. Aztán jött pár szerencsés gól, amelyek segítettek, hogy higgyek magamban ezen a szinten is. Volt egy 8 meccses vereségszériánk, amikor kicsit frusztráltnak éreztük magunkat, de aztán jött a jobb sorozat.” Közben a MAC Újbudának jelenése volt a Kontinentális Kupa csoportkörében, ahonnan nem sikerült továbbjutnia, miután az első győzelmet két vereség követte. Ennek vajon mi volt az oka? “Visszatekintve most azt mondanám, hogy nem a saját csapatjátékunkat valósítottuk meg, ezért nem tudtuk elérni a célunkat. Nagyon sajnálom, hogy elszalasztottuk a nagy esélyt a továbblépésre.” Jared Brown nemcsak remek góljairól és passzairól ismert, de arról is, hogy gyakran kapja el a hév, ami olyan kiállításokhoz vezet, amelyek nem lennének szükségszerűek az adott helyzetben. Ennek okát nem most fogják megtudni a hokiszurkolók, hiszen a csatár rövidre zárta ezt a kérdésünket. “Ezt nem szeretném kommentálni.” Térjünk vissza akkor az idei szezonra, amely még igen hosszúnak ígérkezik az Extraligában. Elvárásairól így nyilatkozott a 32 éves támadó. “Azt várom a csapattól, hogy harcban legyen a rájátszáshelyekért, és kemény ellenfél legyen mindenkivel szemben, az összes mérkőzésen. Magammal szemben sem adom alább, mindenki ellen keményen fogok küzdeni a találkozók első percétől az utolsóig, a pálya minden szegletében.”  Fotók: MAC Újbuda"
76,Sebőkék komoly hullámvölgybe kerültek,http://www.jegkorongblog.hu/2018/11/04/sebokek-komoly-hullamvolgybe-kerultek/#post-259967,"A KalPa legutóbbi 11 mérkőzéséből csak 1-et nyert meg, szombaton az utolsó helyezettől is kikapott. Sebők Balázs és a KalPa szombaton a Liiga utolsó helyén álló Ässät otthonában lépett jégre. A vendégek hiába vezettek kétszer is az első harmadban, a hazaiak a második játékrészben egyenlítettek, a záró felvonásban fordítottak. A KalPa 4-2-es vereséget szenvedett, legutóbbi 11 meccsén csak 1-szer győzött. Sebők neve mellé 2 kaput eltalált lövést jegyeztek fel. Galló Vilmosék a szintén 17 pontos HV71-hez utaztak. A Timra nem szerzett gólt, a jönköpingiek 5-öt lőttek, így a magyar csatár együttese 5-0-ra kikapott. Galló háromszor lőtt kapura. A Feldkirch Fekete Dániellel a soraiban ment az Olimpija Ljubljanához. Az osztrákok 4-1-re győztek, Fekete nem szerzett pontot. Magyar légiósok a hokivilágban, 2018/19: Jelmagyarázat: H=a légiós csapatának pillanatnyi helyezése a bajnokságban (a liga létszáma), M=mérkőzések, G=gólok, A=gólpasszok, P=pontok száma. Dőlt betűs név=már nem légiós. Kapusok esetében az G jelű oszlop a kapott gólok számát, az A a hárított lövésekét, a P pedig a a védési hatékonyságot, százalékban kifejezve."
77,Bartalis István gólpasszt adott,http://www.jegkorongblog.hu/2018/11/03/bartalis-istvan-golpasszt-adott-2/#post-259810,"A magyar csatár asszisztja ellenére a Schwenningen ismét vereséget szenvedett. Sebők Balázs és a KalPa a Vaasan Sporthoz utazott. A kuopióiak hiába vezettek kétszer is a második harmadban, a hazaiak mindkétszer egyenlítettek. A záró húsz percben 1-1 gól esett, hosszabbításra került sor, amiből a Sport jött ki jobban. A KalPa 4-3-ra kikapott, Sebők nem szerzett pontot. Az edzőváltáson átesett Schwenningen immáron Jürgen Rumrichkal a padon, Bartalis Istvánnal a soraiban fogadta a legutóbbi öt mérkőzését elveszítő Straubingot. A vendégek első vezető gólja után 1 percen belül egyenlített a Wild Wings, a találatnál Bartalis gólpasszt jegyzett. A második játékrész is 1-1 gólt hozott, ám a harmadik felvonást a Tigers 3-0-ra elvitte. A Schwenningen 5-2-re alulmaradt, a magyar csatár a gólpassza mellett kétszer lőtt kapura. Kevin Wehrsék fordulatos meccset játszottak Crimmitschauban. Az első harmad után 2-0-ra vezettek a hazaiak, aztán a 34. percre fordított a Tölzer Löwen. Ezt követően 4 Eispiraten-találat esett, a Bad Tölz-iek 6-3-as vereséget szenvedtek. Wehrs két kisbüntetést gyűjtött a meccsen. A Regensburg Keresztury Erikkel Landshutba látogatott. A találkozón büntetők döntöttek, az Eisbären 2-1-re győzött és továbbra is vezeti a német harmadosztály déli csoportját. Keresztury nem szerzett pontot. A Chaux-de-Fonds Kiss Zsombor nélkül lépett jégre Biascában. A vendégek az első harmadban megléptek két góllal, végül 3-1-re nyertek, és továbbra is vezetik a Swiss League-et. Gőz Balázs és a Norfolk az Atlanta Gladiatorsszal csapott össze. Az Admirals hosszabbításban 3-2-re legyűrte ellenfelét, sikerével előrelépett az ECHL Keleti főcsoportjának 2. helyére. A magyar hátvéd neve mellé 2 kaput eltalált lövést jegyeztek fel. Magyar légiósok a hokivilágban, 2018/19: Jelmagyarázat: H=a légiós csapatának pillanatnyi helyezése a bajnokságban (a liga létszáma), M=mérkőzések, G=gólok, A=gólpasszok, P=pontok száma. Dőlt betűs név=már nem légiós. Kapusok esetében az G jelű oszlop a kapott gólok számát, az A a hárított lövésekét, a P pedig a a védési hatékonyságot, százalékban kifejezve."
78,A Gyergyót már nem hagyná nyerni a Sportklub,http://www.jegkorongblog.hu/2018/10/29/scc-gye-9-0/#post-259087,"Az exlistavezető Csíkszereda hullámvölgybe került, de a Gyergyói HK ellen mindenképpen el akar indulni felfelé. Legutóbbi beharangozónkban azt írtuk, megtörni látszik a listavezető lendülete – és ezt a debreceniek maximálisan ki is tudták használni, 4-0-ra verték a Sportklubot saját pályáján. A gólokat a szezon első negyedében számolatlanul lövő csíkiak egymás utáni második meccsükön voltak képtelen betalálni, meg is előzte őket a száguldó FTC-Telekom a tabellán. A Sportklub így 18 mérkőzésen gyűjtött 42 pontot, előtte áll a Fradi 17 meccsen 43-mal, mögötte a DEAC szintén 17 meccsen 34-gyel. Aggodalomra mindazonáltal nincs ok Szeredában, elvégre nem nagyon van szezon kisebb-nagyobb hullámvölgyek nélkül. A Sportklubnál most az a kérdés, hogy meddig tart a gólképtelenségi széria, illetve hogy miként éli meg a csapat a kisebbfajta krízist. Az, hogy a tavalyi vezér Pjotr Szcsasztlivij végleg elköszönt, aligha befolyásolja az elszántságot, hiszen az orosz idén már nem játszott, és nélküle is négy (!) sportklubos támadó található a liga kanadai táblázatának top tízében: Radim Valchar, Becze Tihamér, Részegh Tamás és Andrej Taratuhin. A Gyergyó persze minden szempontból veszélyes ellenfél, mert bár vasárnap kikapott a Debrecentől, azt megelőzően legyőzte a Vasast és a Titánokat, illetve idegenben is szoros meccset játszott a Ferencváros otthonában. Arról nem beszélve, hogy legutóbbi egymás elleni meccsükön a gyergyóiak elvették a Szereda hazai veretlenségét: október 8-án hosszabbításban nyertek 4-3-ra a Vákár Lajos-jégpályán. Ezzel együtt a papírforma egyértelműen a Sportklub mellett szól, hatalmas meglepetés lenne, ha a vendégek újfent nyerni tudnának."
79,Folytatnák a száguldást a ligaelső zöld-fehérek,http://www.jegkorongblog.hu/2018/11/02/ftc-vas-3-2/#post-259759,"Az Erste Liga-első FTC-Telekom 15 mérkőzés óta nem kapott ki, és pénteken a ligautolsó Schiller-Vasas HC-t fogadja. A jubileumi hokiderbi előtti összecsapás ugyanakkor megmutatta, hogy ha nem százszázalékos egy csapat koncentrációja, akkor hiába erős, az alsóházhoz tartozó ellenfelek is meg tudhatják lepni. Ráadásul egy meccsen belül kétszer is sikerült elveszíteni a fókuszt akkor a Vienna Capitals II ellen: a 25. percben megszerezték a vezetést a vendégek, aztán Braden Walls góljával és Tóth Adrián klasszikus mesterhármasával helyreállt a világ rendje. A játékosok legalábbis ezt gondolhatták a másnapi derbi lázában égve. A bécsiek azonban újítottak, és szűk öt perc alatt három góllal egyenlítettek. A Fradi végül Pavuk Attila találatával tudott nyerni a végjátékban. Ez minden bizonnyal jó lecke volt Fodor Szabolcs csapatának. A koncentráció megtartása azért is fontos, mert a csapat 15 meccs óta nem talált legyőzőre, ilyen szériára pedig a magyar bázisú bajnokság tízéves történetében sincs sok példa. J. P. MacCallum első teljes évében a DAB egyszer kapott ki a Miskolctól hosszabbításban a tizedik fordulóban, az azelőtti 9 és az azt követő 14 meccs mindegyikét behúzta. Pechükre a 14. meccs után véget ért az alapszakasz. Ez a 2009/10-es szezonban történt, utána hat évet kellett várni a következő hasonlóra, amikor a MAC Budapest nem talált legyőzőre 2015. november 15. és 2016. január 3. között, 16 meccsen maradt veretlen ekkor. Az FTC-Telekom most a harmadik fordulóban kapott ki utoljára, Csíkszeredában 6-6 után büntetőkkel vitték el a pluszpontot a hazaiak. 
Fotó: Dobos Attila A hosszú ideje nyeretlen Vasasnak nem lesz tehát könnyű dolga a legjobb formában lévő csapat otthonában. A Fradi egyszerre képes sok gólt lőni és keveset kapni, gólkülönbsége +41. A Schiller-Vasasnál fordított a helyzet: Ladányi Balázs csapata összesen lőtt 26 gólt, miközben 76-ot kapott, és továbbra is első rendes játékidős győzelmére hajt. Az igazsághoz persze hozzátartozik, hogy ők légiós mezőnyjátékos nélkül, magyar fiatalokkal vágtak bele az Erste Liga-kalandba, érdemes tehát megelőlegezni nekik a bizalmat és a türelmet. Egyszer már játszottak a Fradi ellen, az 55. perc legelején még egyenlő volt az állás, akkor egy emberelőnyös gólt lőtt az FTC, majd üres kapura is betalált, ezzel nyert 3-1-re. A meccs után mindkét edző arról beszélt, hogy a fantasztikus kapusteljesítmény, a fegyelmezett védekezés és a rengeteg korcsolyázás volt a Vasas sokáig eredményes játékának kulcsa. A recept tehát adott, de a megvalósítás sokkal nehezebb feladatnak ígérkezik."
80,A Gyergyót már nem hagyná nyerni a Sportklub,http://www.jegkorongblog.hu/2018/10/30/scc-gye-video-osszefoglalo-2/#post-259211,"Az exlistavezető Csíkszereda hullámvölgybe került, de a Gyergyói HK ellen mindenképpen el akar indulni felfelé. Legutóbbi beharangozónkban azt írtuk, megtörni látszik a listavezető lendülete – és ezt a debreceniek maximálisan ki is tudták használni, 4-0-ra verték a Sportklubot saját pályáján. A gólokat a szezon első negyedében számolatlanul lövő csíkiak egymás utáni második meccsükön voltak képtelen betalálni, meg is előzte őket a száguldó FTC-Telekom a tabellán. A Sportklub így 18 mérkőzésen gyűjtött 42 pontot, előtte áll a Fradi 17 meccsen 43-mal, mögötte a DEAC szintén 17 meccsen 34-gyel. Aggodalomra mindazonáltal nincs ok Szeredában, elvégre nem nagyon van szezon kisebb-nagyobb hullámvölgyek nélkül. A Sportklubnál most az a kérdés, hogy meddig tart a gólképtelenségi széria, illetve hogy miként éli meg a csapat a kisebbfajta krízist. Az, hogy a tavalyi vezér Pjotr Szcsasztlivij végleg elköszönt, aligha befolyásolja az elszántságot, hiszen az orosz idén már nem játszott, és nélküle is négy (!) sportklubos támadó található a liga kanadai táblázatának top tízében: Radim Valchar, Becze Tihamér, Részegh Tamás és Andrej Taratuhin. A Gyergyó persze minden szempontból veszélyes ellenfél, mert bár vasárnap kikapott a Debrecentől, azt megelőzően legyőzte a Vasast és a Titánokat, illetve idegenben is szoros meccset játszott a Ferencváros otthonában. Arról nem beszélve, hogy legutóbbi egymás elleni meccsükön a gyergyóiak elvették a Szereda hazai veretlenségét: október 8-án hosszabbításban nyertek 4-3-ra a Vákár Lajos-jégpályán. Ezzel együtt a papírforma egyértelműen a Sportklub mellett szól, hatalmas meglepetés lenne, ha a vendégek újfent nyerni tudnának."
81,Rantanen a hónap játékosa az NHL-ben,http://www.jegkorongblog.hu/2018/11/01/rantanen-a-honap-jatekosa-az-nhl-ben/#post-259528,"A Colorado csatára 16 gólpasszal, összesen 21 ponttal zárta az októbert. Nem vitás, hogy a liga jelenlegi legjobb támadósora a Landeskog, MacKinnon, Rantanen trió. Az Avs első sora összesen 24 gólt és 55 pontot szerzett, amiből a finn 12 mérkőzésen 21 egységgel vette ki a részét. A 22 éves Mikko Rantanen, aki 29-én ünnepelte születésnapját, egy mérkőzés kivételével mindig szerzett pontot, ötször legalább kettőt, két alkalommal pedig – a New Jersey és az Ottawa ellen – négyet-négyet. 21 pontjával, 16 előkészítésével, +14-es mutatójával jelenleg első az NHL-ben. A hónap második legjobbja Jevgenyij Malkin lett, a harmadik Patrick Kane. A Pittsburgh centere 19 pontjával (6+13) a második az NHL-statisztikában, 1,9-es pont/meccs átlagával első. A Chicago centere 18 pontot gyűjtött, és 11 találatával vezeti a mesterlövészek listáját. "
82,Innsbruckban is győzelemre tör a Fehérvár,http://www.jegkorongblog.hu/2018/11/03/innsbruck-fehervar-av19-10/#post-259851,"Két egymást követő sikernél tart a magyar EBEL-csapat, a harmadikat a tabellaszomszéd otthonában húzhatná be. A listavezető Vienna Capitals és a rekordbajnok Klagenfurt legyűrése után sokkal biztatóbb a Fehérvár AV19 helyzete, mint az ezeket a meccseket megelőző időszakban. A remek győzelmek nyomán visszakapaszkodott a gárda a tabella 8. helyére, innen folytathatja a küzdelmet a playoffért. Ami ennél is biztatóbb, az a csapat előrejátéka: a lőtt gólok tekintetében a maga 48 találatával az 5. pozíciót foglalja el a Volán. Külön is érdemes kiemelni néhány fiatal védő, illetve a negyedik sor teljesítményét. Timotej Sille már három gólnál jár, Reisz Áron 1+5-nél, az első soros Szabó Dániel 3+4-nél, Stipsicz Bence 4+4-nél, és teszik ezt mindannyian úgy, hogy plusz-mínusz mutatójuk is a pozitív tartományokban van. Ugyanakkor ha egy dolog van, amire a 9. helyen álló Innsbruck sem panaszkodhat, az ott is a góllövés. Ezen a téren ők még előrébb tartanak, 53 találatuk a hullámvölgye ellenére éllovas Vienna 51-énél is több, viszont 60-at kaptak, ami a legrosszabb szám az egész mezőnyben. Ennek alapján sokgólos mérkőzésre számíthatunk este, más kérdés, hogy a statisztikákból nem mindig szerencsés messzemenő következtetéseket levonni.  Fotó: Soós Attila (Fehérvár AV19) A tiroliak sem mennek gyengén mostanában, utóbbi 5 meccsükből 3-at megnyertek, igaz, kedden vezetésről kaptak ki saját jegükön a Linztől. Érdekesség még, hogy az Innsbruckkal szemben pozitív a Fehérvár örökmérlege, 43 meccsből 24-et a magyar csapat húzott be. Köztük a legutóbbit a Raktár utcában, ahol szeptember 22-én hosszabbításban döntötte a pluszpont sorsát Anze Kuralt. Gólhiány ott sem volt, 5-4 lett a végeredmény. „Az utolsó két siker önbizalmat adott nekünk a hétvégi mérkőzésekhez – nyilatkozta a Fehérvár hivatalos honlapjának Hannu Järvenpää vezetőedző. – Mindkét alakulat nagyon erős, így a kezdő korongbedobástól kezdve koncentrálnunk kell.” Ha már itt tartunk: a másik ellenfél vasárnap a bivalyerős Bolzano lesz. A Volán-honlapon megszólaltatták Stipsicz Bencét és Szabó Krisztiánt is:  A meccs 17:30-kor kezdődik."
